trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
129,False,"{'a': 0.2, 'e': 0.5350978559130065}",20,1,-42.874895752388454,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.2, 'e': 0.5232763092854059}",20,0,-81.09556389181026,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
131,False,"{'a': 0.2, 'e': 0.5115564199934841}",35,0,-107.39822555331455,"{0: 23, 1: 6, 2: 4, 3: 0, 4: 2}",0
132,False,"{'a': 0.2, 'e': 0.49994671692436365}",20,4,-14.4673413627913,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.4884551663109584}",30,0,-53.67482588135984,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.47708917753832225}",20,0,7.788475959345383,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.2, 'e': 0.4658556110468547}",20,2,15.956192134428138,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.45476078810739495}",20,3,20.547561633761216,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.44381050225154595}",35,23,-51.8278985336013,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
138,False,"{'a': 0.2, 'e': 0.4330100321499125}",25,11,-41.44867961945896,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
139,False,"{'a': 0.2, 'e': 0.42236415574108443}",20,13,-28.31315029217778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.2, 'e': 0.4118771654249318}",30,13,-3.6120422517865234,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.2, 'e': 0.4015528841449275}",20,0,-47.778659540895916,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
142,False,"{'a': 0.2, 'e': 0.3913946821955936}",20,14,10.630332750122596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.38140549460264694}",25,0,1.0858422081015724,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
144,False,"{'a': 0.2, 'e': 0.3715878389348636}",20,7,-12.019128731370117,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.3619438334179813}",35,16,-3.001434062419538,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.3524752152320264}",35,1,45.26789146651087,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.34318335888420504}",20,0,3.0556708375762307,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
148,False,"{'a': 0.2, 'e': 0.3340692945598779}",20,8,7.978274870689452,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
